"election_date","election_type","contest_status","assembly","province","constituency_number","constituency_name","voter_reg","votes_cast","turnout","votes_disq","disq_pct","validated_votes","MOV_votes","MOV_pct","win_votes","win_pct","win_party","win_name","second_votes","second_pct","second_party","second_name","third_votes","third_pct","third_party","third_name","remainder_votes","remainder_pct","effective_parties","Cox_SF_ratio","winbuckets","delimit"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-139","Sheikhupura-V",194875,114689,0.588525978191148,4616,0.0402479749583657,110073,3891,0.0353492682129132,30994,0.281576771778729,"Pakistan Muslim League (Nawaz)","MIAN JALEEL AHMAD",27103,0.246227503565815,"Pakistan Tehreek-e-Insaf","JAHANZEB RAO",17847,0.162137853969638,"Tehreek-e-Labbaik Pakistan","MUHAMMAD RAUF",34129,0.310057870685818,5.16349460525821,0.658487990259381,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-143","Sheikhupura-IX",246520,140668,0.570614960246633,4922,0.0349901896664487,135746,1069,0.00787500184167489,31388,0.231225966142649,"Pakistan Muslim League (Nawaz)","SAJJAD HAIDER NADEEM",30319,0.223350964300974,"Pakistan Tehreek-e-Insaf","RANA WAHEED AHMAD",29862,0.219984382596909,"Independents","MUHAMMAD SARFRAZ",44177,0.325438686959468,5.91628445099094,0.984926943500775,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-162","Lahore-XIX",187809,98583,0.52491094675974,1724,0.0174878021565584,96859,722,0.00745413436025566,42012,0.43374389576601,"Pakistan Muslim League (Nawaz)","MUHAMMAD YASIN AMIR",41290,0.426289761405755,"Pakistan Tehreek-e-Insaf","Abdul Aleem Khan",4970,0.051311700513117,"Tehreek-e-Labbaik Pakistan","MUZAFFIR HUSSAIN",8587,0.0886546423151179,2.66714772055822,0.120368127875999,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-177","Kasur-IV",218296,130893,0.599612452816359,4160,0.0317816842764701,126733,1674,0.0132088721958764,41598,0.328233372523336,"Pakistan Tehreek-e-Insaf","Muhammad Hashim Dogar",39924,0.31502450032746,"Pakistan Muslim League (Nawaz)","Ahsan Raza Khan",13646,0.107675191149898,"Independents","Waqas Hassan Moakal",31565,0.249066935999306,4.28115570923077,0.341799418895902,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-179","Kasur-VI",214455,127776,0.59581730432958,3836,0.0300212872526922,123940,3702,0.0298692915927062,29314,0.236517669840245,"Pakistan Tehreek-e-Insaf","MALIK MUKHTAR AHMAD",25612,0.206648378247539,"Pakistan Muslim League (Nawaz)","MAHMOOD ANWAR",22324,0.180119412619009,"Independents","RANA MUMTAZ ALI KHAN",46690,0.376714539293206,6.22228327463099,0.871622676870217,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-181","Kasur-VIII",193779,118253,0.610246724361257,3556,0.0300711187031196,114697,3076,0.0268184869700167,44592,0.388780874826717,"Pakistan Muslim League (Nawaz)","Rana Muhammad Iqbal Khan",41516,0.361962387856701,"Pakistan Tehreek-e-Insaf","Rana Muhammed Aslam Khan",12773,0.111362982466847,"Tehreek-e-Labbaik Pakistan","Rana Naeem Riaz Ahmed",15816,0.137893754849735,3.36848964445183,0.307664514885827,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-188","Okara-VI",193193,117124,0.606253849777166,2642,0.0225572897100509,114482,2601,0.0227197288656732,54760,0.478328470851313,"Pakistan Muslim League (Nawaz)","Mian Yawar Zaman",52159,0.45560874198564,"Pakistan Tehreek-e-Insaf","Ch  Muhammad Abdullah Tahir",2725,0.0238028685732255,"Independents","Rao Ali Jabran Khan Bhopal",4838,0.042259918589822,2.28618720031979,0.0522440997718515,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-190","Okara-VIII",232224,141176,0.607930274217996,5795,0.0410480534935116,135381,949,0.00700984628566786,42090,0.310900347907018,"Pakistan Muslim League (Nawaz)","Ghulam Raza",41141,0.30389050162135,"Pakistan Tehreek-e-Insaf","Hamad Aslam",19881,0.146852217076251,"Independents","Rai Ali Noor kharl",32269,0.23835693339538,4.56542896955937,0.483240562942077,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-191","Pakpattan-I",191590,107665,0.561955216869356,1909,0.0177309246273162,105756,127,0.00120087749158437,29363,0.277648549491282,"Pakistan Tehreek-e-Insaf","Mian Muhammad Farrukh Mumtaz Maneka",29236,0.276447671999697,"Independents","Farooq Ahmad khan Maneka",27140,0.256628465524415,"Pakistan Muslim League (Nawaz)","Mian Muhammad Hayat Maneka",20017,0.189275312984606,4.39133484398731,0.928307566014503,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-2","Attock-II",248696,123711,0.497438639945958,4033,0.032600172983809,119678,3086,0.0257858587209011,45965,0.384072260565852,"Pakistan Muslim League (Nawaz)","Jahangir Khanzada",42879,0.358286401844951,"Pakistan Tehreek-e-Insaf","Qazi Ahmed Akbar",17264,0.144253747555942,"Muttahidda Majlis-e-Amal Pakistan","Changaiz Khan",13570,0.113387590033256,3.29065884597322,0.402621329788475,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-203","Khanewal-I",182793,113471,0.62076228301959,2841,0.0250372341831834,110630,1434,0.0129621260056043,48645,0.43970893970894,"Independents","Syed Khawar Ali Shah",47211,0.426746813703335,"Pakistan Tehreek-e-Insaf","muhammad akbar hayat Haraj",9295,0.0840188014101058,"Pakistan Muslim League (Nawaz)","Sued Muhammad Murtaza Hussain",5479,0.0495254451776191,2.61080728074558,0.196882082565504,"Independents","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-207","Khanewal-V",197701,115364,0.583527650340666,2865,0.0248344370860927,112499,2763,0.0245602183130517,42964,0.381905616938817,"Pakistan Tehreek-e-Insaf","Syed Abbas Ali Shah",40201,0.357345398625766,"Pakistan Muslim League (Nawaz)","Amir Hayat Hiraj",19194,0.170614849909777,"Independents","Pervaiz Akhtar",10140,0.0901341345256402,3.27125513917826,0.477450809681351,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-22","Chakwal-II",286566,165645,0.578034379514667,4934,0.0297865918077817,160711,2782,0.0173105761273342,73104,0.454878633074276,"Pakistan Muslim League (Nawaz)","Tanveer Aslam Malik",70322,0.437568056946942,"Pakistan Tehreek-e-Insaf","Tariq Mehmood Afzal",8105,0.0504321421682399,"Pakistan Peoples Party Parliamentarians","Raja Muhammad Rizwan",9180,0.0571211678105419,2.48210857329404,0.115255538807201,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-220","Multan-X",190466,109859,0.576790608297544,2683,0.0244222139287632,107176,711,0.00663394789878335,33555,0.313083152944689,"Pakistan Tehreek-e-Insaf","Mian Tariq Abdullah",32844,0.306449205045906,"Pakistan Peoples Party Parliamentarians","Mian Kamran Muhammad Abdullah",27086,0.252724490557588,"Pakistan Muslim League (Nawaz)","Rana Tahir Shabbir",13691,0.127743151451818,3.84350390151736,0.82468639629765,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-223","Multan-XIII",200350,109252,0.545305714998752,2831,0.0259125691062864,106421,1744,0.0163877430206444,46149,0.433645615057179,"Pakistan Muslim League (Nawaz)","Naghma Mushtaq",44405,0.417257872036534,"Pakistan Tehreek-e-Insaf","Malik Muhammad Akram Kanhon",6020,0.0565677826744721,"Pakistan Peoples Party Parliamentarians","Hamid Ali",9847,0.0925287302318152,2.72158570587486,0.135570318657809,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-225","Lodhran-II",184049,113677,0.61764530097963,3976,0.0349762924778099,109701,1568,0.0142933975077711,40271,0.367097838670568,"Pakistan Muslim League (Nawaz)","Peerzada Muhammad Jahangir Bhutta",38703,0.352804441162797,"Pakistan Tehreek-e-Insaf","Tahir Hussain Khan",11546,0.105249724250463,"Independents","Sohail Khursheed Khan Kanju",19181,0.174847995916172,3.54909239281222,0.298323127406144,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-226","Lodhran-III",178419,103621,0.580773348129964,2930,0.0282761216355758,100691,2536,0.0251859649819746,41818,0.41531020647327,"Pakistan Muslim League (Nawaz)","Shah Muhammad",39282,0.390124241491295,"Pakistan Tehreek-e-Insaf","Rana Muhammad Faraz Noon",10847,0.107725615993485,"Independents","Raziullah Khan",8744,0.0868399360419501,2.94368735161189,0.276131561529454,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-231","Vehari-III",193362,109694,0.567298641925508,3730,0.034003682972633,105964,909,0.0085783851119248,17110,0.161469933184855,"Pakistan Muslim League (Nawaz)","Mian Irfan Aqueel Daultana",16201,0.15289154807293,"Pakistan Tehreek-e-Insaf","Muhammad Ishaq Khan Khakwani",14960,0.141180023404175,"Independents","Salman Shahid",57693,0.544458495338039,8.90383992476691,0.923399790136411,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-232","Vehari-IV",184140,108789,0.59079504724666,3317,0.0304902150033551,105472,1785,0.0169239229368932,27284,0.258684769417476,"Pakistan Tehreek-e-Insaf","Muhammad Ejaz Hussain",25499,0.241760846480583,"Pakistan Muslim League (Nawaz)","Bilal Akbar Bhatti",18744,0.177715412621359,"Independents","Malik Nosher Khan Anjum Langrial",33945,0.321838971480583,5.31531949784667,0.735087650496098,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-249","Bahawalpur-V",190761,119153,0.624619288009604,2397,0.0201169924382936,116756,553,0.00473637329130838,48393,0.414479769776286,"Pakistan Muslim League (Qaid-e-Azam)","EHSAN UL HAQUE",47840,0.409743396484977,"Pakistan Muslim League (Nawaz)","KHALID MAHMOOD JAJJA",10406,0.0891260406317448,"Pakistan Tehreek-e-Insaf","Farzana Raoof",10117,0.0866507931069924,2.84040830301808,0.217516722408027,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-25","Jhelum-I",326000,177579,0.544720858895706,6939,0.0390755663676448,170640,3296,0.0193155180496952,59717,0.349958977965307,"Pakistan Tehreek-e-Insaf","Raja Yawar Kamal Khan",56421,0.330643459915612,"Pakistan Muslim League (Nawaz)","Mahar Muhammad Fayyaz",27280,0.159868729488983,"Tehreek-e-Labbaik Pakistan","Syed Irfan Ameer Shah Bukhari",27222,0.159528832630098,3.65816154087635,0.483507913720069,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-255","Rahim Yar Khan-I",179046,103127,0.575980474291523,3096,0.0300212359517876,100031,1366,0.0136557667123192,40280,0.402675170697084,"Pakistan Peoples Party Parliamentarians","Ghazanfar Ali Khan",38914,0.389019403984765,"Pakistan Tehreek-e-Insaf","Makhdoom Syed Muhammad Masood Aalam",10764,0.107606641940998,"Independents","Malik Azeem Bakhsh Naich",10073,0.100698783377153,3.05302153201063,0.276609960425554,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-267","Rahim Yar Khan-XIII",175528,104092,0.593022195888975,2692,0.0258617376935788,101400,510,0.00502958579881657,42272,0.416883629191321,"Pakistan Muslim League (Nawaz)","Chaudhary Muhammad Shafiq Anwar",41762,0.411854043392505,"Pakistan Tehreek-e-Insaf","Sajjad Ahmad",9560,0.0942800788954635,"Pakistan Peoples Party Parliamentarians","Rana Tariq Mehmood Khan",7806,0.0769822485207101,2.82146030329776,0.228916239643695,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-268","Muzaffargarh-I",162078,101435,0.625840644627895,3420,0.0337161729186178,98015,1181,0.0120491761465082,30432,0.310483089323063,"Pakistan Muslim League (Nawaz)","Malik Ghulam Qasim Hanjra",29251,0.298433913176555,"Independents","Rana Aurang Zaib",21332,0.217640157118808,"Independents","Syed Muhammad Jafir Muzamil",17000,0.173442840381574,4.12594695769239,0.729274212847424,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-27","Jhelum-III",311686,167437,0.537197692549553,4323,0.0258186661251695,163114,1766,0.0108267837218142,67003,0.410774059859975,"Pakistan Tehreek-e-Insaf","Fawad Ahmed",65237,0.399947276138161,"Pakistan Muslim League (Nawaz)","Nasir Mehmood",15133,0.0927756047917407,"Tehreek-e-Labbaik Pakistan","Muhammad Farooq",15741,0.096503059210123,2.95114990488259,0.231969587810598,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-270","Muzaffargarh-III",163268,96457,0.59078937697528,2864,0.0296919871030615,93593,2,0.0000213691194854426,17668,0.188774801534303,"Independents","Abdul Hayi Dasti",17666,0.188753432414817,"Pakistan Awami Raj","Muhammad Ajmal Khan",16358,0.174778028271345,"Pakistan Muslim League (Nawaz)","Hamad Nawaz Khan",41901,0.447693737779535,6.83936043063634,0.925959470168686,"Independents","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-274","Muzaffargarh-VII",146434,88707,0.605781444200117,3088,0.0348112324844713,85619,1562,0.0182436141510646,27597,0.322323316086383,"Pakistan Tehreek-e-Insaf","MUHAMMAD RAZA HUSSIAN BUKHARI",26035,0.304079701935318,"Independents","MUHAMMAD NAWAB KHAN GOPANG",25535,0.29823987666289,"Independents","MUHAMMAD QAIM SHAH",6452,0.075357105315409,3.44731483246313,0.980795083541387,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-277","Muzaffargarh-X",167312,108005,0.645530505881228,3919,0.0362853571593908,104086,3535,0.033962300405434,34302,0.329554406932729,"Independents","Mian Alamdar Abbas Qureshi",30767,0.295592106527295,"Independents","Muhammad Iqbal Khan",16338,0.156966354745115,"Pakistan Tehreek-e-Insaf","Nosheen Abbas",22679,0.217887131794862,4.33848144632056,0.531023499203692,"Independents","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-281","Layyah-II",178570,111047,0.6218681749454,3816,0.0343638279287149,107231,3031,0.0282660797717078,33141,0.309061745204279,"Pakistan Tehreek-e-Insaf","Shahab Ud Din Khan",30110,0.280795665432571,"Pakistan Muslim League (Nawaz)","Malik Abdul Shakoor",17690,0.164970950564669,"Pakistan Peoples Party Parliamentarians","Malik Riaz Hussain",26290,0.245171638798482,4.5595677891067,0.587512454334108,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-283","Layyah-IV",172892,115687,0.669128704624853,3404,0.0294242222548774,112283,2253,0.0200653705369468,46221,0.411647355343195,"Pakistan Muslim League (Nawaz)","Ijaz Ahmad Son of Maher Bahadar",43968,0.391581984806249,"Pakistan Tehreek-e-Insaf","Sajjad Hussain Khan",14770,0.131542619986997,"Pakistan Peoples Party Parliamentarians","Syed Fazal Hussain Gillani",7324,0.065228039863559,2.93344260608646,0.335926128093159,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-285","Dera Ghazi Khan-I",181184,94298,0.520454344754504,4096,0.0434367643004093,90202,1664,0.018447484534711,27840,0.308640606638434,"Pakistan Tehreek-e-Insaf","khawaja muhammad daud sulemani",26176,0.290193122103723,"Independents","sardar mir badshah khan qaisrani",18620,0.206425578146826,"Independents","muhammad tahir",17566,0.194740693111017,4.37515362439741,0.711338630806846,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-291","Dera Ghazi Khan-VII",161323,94254,0.584256429647353,3251,0.0344919048528444,91003,2108,0.0231640715141259,42141,0.463072645956727,"Pakistan Tehreek-e-Insaf","SARDAR MUHAMMAD MOHIUDIN KHAN KHOSA",40033,0.439908574442601,"Pakistan Muslim League (Nawaz)","MEHMOOD QADIR KHAN",2826,0.0310539212992978,"Pakistan Peoples Party Parliamentarians","GHULAM SARWAR DUMMER",6003,0.0659648583013747,2.43893204065197,0.0705917617965179,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-292","Dera Ghazi Khan-VIII",141114,71665,0.507851807758266,2551,0.0355961766552711,69114,253,0.00366061868796486,32423,0.469123477153688,"Pakistan Tehreek-e-Insaf","Sardar Muhammad Khan Leghari",32170,0.465462858465723,"Pakistan Muslim League (Nawaz)","Sardar Awais Ahmad Khan Leghari",3545,0.0512920681772145,"Pakistan Peoples Party Parliamentarians","Ali Muhammad",976,0.0141215962033741,2.27562828117727,0.110195834628536,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-32","Gujrat-V",282955,133854,0.473057553321199,6441,0.0481195929893765,127413,4654,0.0365268850117335,42196,0.331174997841664,"Pakistan Tehreek-e-Insaf","Mian Muhammad Akhtar Hayat",37542,0.294648112829931,"Pakistan Muslim League (Nawaz)","Mian Tariq Mehmood",30554,0.239802845863452,"Tehreek-e-Labbaik Pakistan","Chaudhary Ijaz Ahmad",17121,0.134374043464953,3.87266740541789,0.813861808108252,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-33","Gujrat-VI",277259,141522,0.51043248370657,2783,0.0196647871002388,138739,2363,0.0170319809138022,51007,0.367647164820274,"Pakistan Tehreek-e-Insaf","Chaudhry Liaqat Ali",48644,0.350615183906472,"Pakistan Muslim League (Nawaz)","Shabbir Ahmad",15513,0.111814269960141,"Tehreek-e-Labbaik Pakistan","Noman Arif",23575,0.169923381313113,3.55084357394486,0.318908806841543,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-39","Sialkot-V",222086,122543,0.551781742207973,5105,0.0416588462825294,117438,12,0.000102181576661697,31086,0.264701374342206,"Independents","Liaqat Ali",31074,0.264599192765544,"Pakistan Muslim League (Nawaz)","Mirza Altaf Hussain",20500,0.174560193463785,"Independents","Tanveer ul Islam",34778,0.296139239428464,4.92592113550915,0.659715517796228,"Independents","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-52","Gujranwala-II",232918,129854,0.557509509784559,2014,0.0155097263080075,127840,1113,0.00870619524405508,55710,0.435779098873592,"Pakistan Muslim League (Nawaz)","Chaudhary Aadil Bakhsh Chattha",54597,0.427072903629537,"Pakistan Tehreek-e-Insaf","Muhammad Ahmad Chattha",5433,0.0424984355444305,"Pakistan Peoples Party Parliamentarians","Syed Shahbaz Haider",12100,0.0946495619524406,2.65913466771689,0.099510962140777,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-54","Gujranwala-IV",217313,114251,0.525743972979067,2387,0.0208925961260733,111864,1457,0.0130247443324036,51257,0.458208181363084,"Pakistan Muslim League (Nawaz)","Imran Khalid Butt",49800,0.44518343703068,"Pakistan Tehreek-e-Insaf","Rizwan Ullah Butt",3297,0.0294732889937782,"Allah-o-Akbar Tehreek","Abdul Rehman Butt",7510,0.067135092612458,2.44008151722378,0.0662048192771084,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-68","Mandi Bahauddin-IV",265381,142229,0.535942663566721,9549,0.0671382066948372,132680,2177,0.0164078987036479,37904,0.285679831172746,"Pakistan Tehreek-e-Insaf","Gulraiz Afzal Gondal",35727,0.269271932469099,"Independents","Qamar Khan",24522,0.184820621043111,"Pakistan Muslim League (Nawaz)","Syed Muhammad Mehfooz Mashdi",34527,0.260227615315044,4.93852433257808,0.686371651691998,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-7","Rawalpindi-II",298908,159495,0.533592275884219,5735,0.0359572400388727,153760,1905,0.0123894380853278,44287,0.288026795005203,"Independents","RAJA SAGHEER AHMED",42382,0.275637356919875,"Pakistan Muslim League (Nawaz)","RAJA MUHAMMAD ALI",40332,0.262304890738814,"Pakistan Tehreek-e-Insaf","GHULAM MURTAZA SATTI",26759,0.174030957336108,4.14628013195748,0.951630409135954,"Independents","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-74","Sargodha-III",218208,124311,0.569690387153542,3608,0.0290239801787452,120703,1185,0.00981748589513104,51269,0.424753320132888,"Pakistan Muslim League (Nawaz)","Mian Manazar Hussain Ranjha",50084,0.414935834237757,"Pakistan Tehreek-e-Insaf","Muhammad Ansar Iqbal",11812,0.0978600366188082,"Pakistan Peoples Party Parliamentarians","Mian Mazhar Ali Ranjha",7538,0.0624508090105465,2.7452421548521,0.235843782445492,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-81","Sargodha-X",235220,133221,0.566367655811581,5251,0.0394157077337657,127970,790,0.00617332187231379,41300,0.322731890286786,"Pakistan Tehreek-e-Insaf","CHAUDHRY IFTIKHAR HUSSAIN",40510,0.316558568414472,"Pakistan Muslim League (Nawaz)","SYED JAVED HASIN",29635,0.231577713526608,"Independents","MUHAMMAD ASIF HAYAT",16525,0.129131827772134,3.79372526356471,0.731547765983708,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-84","Khushab-III",267858,165264,0.616983625652398,6617,0.0400389679543034,158647,6440,0.040593266812483,66459,0.418911167560685,"Pakistan Muslim League (Nawaz)","Muhammad Waris Shad",60019,0.378317900748202,"Pakistan Tehreek-e-Insaf","Sardar Shujah Muhammad Khan",12327,0.0777008074530246,"Tehreek-e-Labbaik Pakistan","Hafiz Sher Muhammad Sialvi",19842,0.125070124238088,3.02657823816017,0.205384961428881,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-91","Bhakkar-III",220709,156747,0.710197590492458,3237,0.0206511129399606,153510,1553,0.0101166047814475,75119,0.489342713829718,"Pakistan Tehreek-e-Insaf","Ghazanfer Abbas",73566,0.47922610904827,"Independents","Saeed Akbar Khan",4064,0.0264738453520943,"Tehreek-e-Labbaik Pakistan","Muhammad Abdul Jabbar Shah",761,0.00495733176991727,2.12843187810678,0.055242911127423,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-95","Chiniot-III",180434,113614,0.629670682908986,4897,0.043102082489834,108717,4093,0.0376482058923627,38054,0.350028054490098,"Pakistan Peoples Party Parliamentarians","SYED HASSAN MURTAZA",33961,0.312379848597735,"Independents","MUHAMMAD REHMAT ULLAH",22402,0.206057930222504,"Pakistan Tehreek-e-Insaf","SYED MUHAMMAD QAIM RAZA",14300,0.131534166689662,3.65252798533608,0.659638997673802,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-96","Chiniot-IV",186557,115307,0.618079192954432,4984,0.043223741837009,110323,3262,0.0295677238653771,29668,0.268919445627838,"Pakistan Tehreek-e-Insaf","Saleem Bibi",26406,0.239351721762461,"Pakistan Muslim League (Nawaz)","Muhammad Saqlain Anwar",20517,0.185972100106052,"Independents","Mukhtar Ahmad",33732,0.305756732503648,5.65310382270832,0.776982503976369,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-108","Karachi South-II",207724,79191,0.381231826847163,1967,0.0248386811632635,77224,1244,0.0161089816637315,16821,0.217820884699057,"Muttahidda Majlis-e-Amal Pakistan","Syed Abdul Rasheed",15577,0.201711903035326,"Pakistan Tehreek-e-Insaf","Abdul Nasir Baloch",12252,0.158655340308712,"Pakistan Peoples Party Parliamentarians","Abdul Majeed",32574,0.421811871956905,6.65005348860834,0.786544263978943,"Muttahidda Majlis-e-Amal Pakistan","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-114","Karachi West-III",179099,68171,0.380633057694348,1507,0.0221061741796365,66664,1192,0.0178807152286091,13321,0.199822992919717,"Pakistan Tehreek-e-Insaf","Muhammad Shabbir",12129,0.181942277691108,"Muttahida Qaumi Movement Pakistan","Syed Shahid Mian",11775,0.176632065282611,"Pakistan Peoples Party Parliamentarians","Mir Talib Hussain Brohi",29439,0.441602664106564,6.62085384100793,0.970813752164234,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-116","Karachi West-V",97851,35816,0.366025896516132,973,0.0271666294393567,34843,255,0.00731854317940478,9966,0.286025887552737,"Pakistan Tehreek-e-Insaf","Malik Shehzad Awan",9711,0.278707344373332,"Pakistan Muslim League (Nawaz)","Salheen",5306,0.152283098470281,"Muttahidda Majlis-e-Amal Pakistan","Umar Sadiq",9860,0.282983669603651,5.07272430241553,0.546390690969004,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-121","Karachi West-X",119886,44903,0.374547486779107,1288,0.0286840522904928,43615,467,0.0107073254614238,9936,0.227811532729566,"Muttahida Qaumi Movement Pakistan","Basit Ahmed Siddiqui",9469,0.217104207268142,"Pakistan Tehreek-e-Insaf","Jan Muhammad Gabool",6673,0.152997821850281,"Pakistan Peoples Party Parliamentarians","Ali Akbar",17537,0.402086438152012,6.46721726814949,0.704720667441124,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-122","Karachi West-XI",79213,30563,0.385833133450318,894,0.029251055197461,29669,765,0.0257844888604267,6241,0.210354241801207,"Pakistan Tehreek-e-Insaf","Rabistan Khan",5476,0.18456975294078,"Muttahidda Majlis-e-Amal Pakistan","Muhammad Mazahir Amir",3826,0.12895614951633,"Muttahidda Majlis-e-Amal Pakistan","Syed Muhammad Rizwan Shah",14126,0.476119855741683,7.96766249810244,0.698685171658145,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Sindh","PS-13","Larkana-IV",182131,103965,0.570825394908061,4590,0.0441494733804646,99375,1904,0.0191597484276729,46101,0.463909433962264,"Pakistan Peoples Party Parliamentarians","Hizbullah Bughio",44197,0.444749685534591,"Grand Democratic Alliance","Aadil Altaf Unar",6697,0.0673911949685535,"Pakistan Tehreek-e-Insaf","Shafqat Hussain Unar",2380,0.0239496855345912,2.3944538343127,0.151526121682467,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
